No.,Station.ID,Date,Observed,Simulated,Month,Year
1,7195800,1995-07-01T04:00:00Z,0.35,0.85,7,1995
2,7195800,1995-08-01T04:00:00Z,0.21,0.33,8,1995
3,7195800,1995-09-01T04:00:00Z,0.21,0.16,9,1995
4,7195800,1995-10-01T04:00:00Z,0.21,0.11,10,1995
5,7195800,1995-11-01T05:00:00Z,0.22,0.1,11,1995
6,7195800,1995-12-01T05:00:00Z,0.24,0.34,12,1995
7,7195800,1996-07-01T04:00:00Z,0.15,0.11,7,1996
8,7195800,1996-08-01T04:00:00Z,0.13,0.03,8,1996
9,7195800,1996-09-01T04:00:00Z,0.4,0.69,9,1996
10,7195800,1996-10-01T04:00:00Z,0.22,0.37,10,1996
11,7195800,1996-11-01T05:00:00Z,1.35,1.92,11,1996
12,7195800,1996-12-01T05:00:00Z,0.62,1.07,12,1996
13,7195800,1997-07-01T04:00:00Z,0.16,0.59,7,1997
14,7195800,1997-08-01T04:00:00Z,0.22,0.5,8,1997
15,7195800,1997-09-01T04:00:00Z,0.17,0.48,9,1997
16,7195800,1997-10-01T04:00:00Z,0.21,0.53,10,1997
17,7195800,1997-11-01T05:00:00Z,0.28,0.49,11,1997
18,7195800,1997-12-01T05:00:00Z,0.5,0.72,12,1997
19,7195800,1998-07-01T04:00:00Z,0.15,0.22,7,1998
20,7195800,1998-08-01T04:00:00Z,0.13,0.06,8,1998
21,7195800,1998-09-01T04:00:00Z,0.13,0.1,9,1998
22,7195800,1998-10-01T04:00:00Z,0.19,0.42,10,1998
23,7195800,1998-11-01T05:00:00Z,0.27,0.39,11,1998
24,7195800,1998-12-01T05:00:00Z,0.24,0.43,12,1998
25,7195800,1999-07-01T04:00:00Z,1.2,1.5,7,1999
26,7195800,1999-08-01T04:00:00Z,0.43,0.89,8,1999
27,7195800,1999-09-01T04:00:00Z,0.32,0.32,9,1999
28,7195800,1999-10-01T04:00:00Z,0.23,0.11,10,1999
29,7195800,1999-11-01T05:00:00Z,0.28,0.1,11,1999
30,7195800,1999-12-01T05:00:00Z,0.42,0.41,12,1999
31,7195800,2000-07-01T04:00:00Z,0.42,1.1,7,2000
32,7195800,2000-08-01T04:00:00Z,0.19,0.66,8,2000
33,7195800,2000-09-01T04:00:00Z,0.2,0.34,9,2000
34,7195800,2000-10-01T04:00:00Z,0.24,0.14,10,2000
35,7195800,2000-11-01T05:00:00Z,0.42,0.44,11,2000
36,7195800,2000-12-01T05:00:00Z,0.27,0.41,12,2000
37,7195855,1995-07-01T04:00:00Z,1.56,3.78,7,1995
38,7195855,1995-08-01T04:00:00Z,0.68,1.85,8,1995
39,7195855,1995-09-01T04:00:00Z,0.39,0.83,9,1995
40,7195855,1995-10-01T04:00:00Z,0.37,0.47,10,1995
41,7195855,1995-11-01T05:00:00Z,0.56,0.31,11,1995
42,7195855,1995-12-01T05:00:00Z,0.52,0.97,12,1995
43,7195855,1996-07-01T04:00:00Z,0.21,0.78,7,1996
44,7195855,1996-08-01T04:00:00Z,0.17,0.46,8,1996
45,7195855,1996-09-01T04:00:00Z,0.91,3.17,9,1996
46,7195855,1996-10-01T04:00:00Z,0.7,1.72,10,1996
47,7195855,1996-11-01T05:00:00Z,3.49,6.82,11,1996
48,7195855,1996-12-01T05:00:00Z,1.91,4.18,12,1996
49,7195855,1997-07-01T04:00:00Z,0.25,1.89,7,1997
50,7195855,1997-08-01T04:00:00Z,0.48,2.67,8,1997
51,7195855,1997-09-01T04:00:00Z,0.24,2,9,1997
52,7195855,1997-10-01T04:00:00Z,0.35,1.91,10,1997
53,7195855,1997-11-01T05:00:00Z,0.65,1.83,11,1997
54,7195855,1997-12-01T05:00:00Z,1.35,2.72,12,1997
55,7195855,1998-07-01T04:00:00Z,0.25,1.25,7,1998
56,7195855,1998-08-01T04:00:00Z,0.11,0.43,8,1998
57,7195855,1998-09-01T04:00:00Z,0.19,1.42,9,1998
58,7195855,1998-10-01T04:00:00Z,0.8,3.57,10,1998
59,7195855,1998-11-01T05:00:00Z,0.97,2.42,11,1998
60,7195855,1998-12-01T05:00:00Z,0.78,2,12,1998
61,7195855,1999-07-01T04:00:00Z,3.67,4.99,7,1999
62,7195855,1999-08-01T04:00:00Z,0.79,2.83,8,1999
63,7195855,1999-09-01T04:00:00Z,0.72,1.37,9,1999
64,7195855,1999-10-01T04:00:00Z,0.38,0.63,10,1999
65,7195855,1999-11-01T05:00:00Z,0.43,0.43,11,1999
66,7195855,1999-12-01T05:00:00Z,0.76,2.13,12,1999
67,7195855,2000-07-01T04:00:00Z,2.48,4.54,7,2000
68,7195855,2000-08-01T04:00:00Z,0.61,2.8,8,2000
69,7195855,2000-09-01T04:00:00Z,0.43,1.86,9,2000
70,7195855,2000-10-01T04:00:00Z,0.38,0.8,10,2000
71,7195855,2000-11-01T05:00:00Z,1.21,1.68,11,2000
72,7195855,2000-12-01T05:00:00Z,0.87,1.71,12,2000
73,7195865,1997-07-01T04:00:00Z,0.16,0.59,7,1997
74,7195865,1997-08-01T04:00:00Z,0.25,1.57,8,1997
75,7195865,1997-09-01T04:00:00Z,0.15,0.95,9,1997
76,7195865,1997-10-01T04:00:00Z,0.22,0.81,10,1997
77,7195865,1997-11-01T05:00:00Z,0.38,0.82,11,1997
78,7195865,1997-12-01T05:00:00Z,0.7,1.23,12,1997
79,7195865,1998-07-01T04:00:00Z,0.21,0.79,7,1998
80,7195865,1998-08-01T04:00:00Z,0.13,0.3,8,1998
81,7195865,1998-09-01T04:00:00Z,0.28,1.25,9,1998
82,7195865,1998-10-01T04:00:00Z,0.27,2.54,10,1998
83,7195865,1998-11-01T05:00:00Z,0.37,1.45,11,1998
84,7195865,1998-12-01T05:00:00Z,0.32,0.95,12,1998
85,7195865,1999-07-01T04:00:00Z,0.64,1.49,7,1999
86,7195865,1999-08-01T04:00:00Z,0.22,0.85,8,1999
87,7195865,1999-09-01T04:00:00Z,0.24,0.77,9,1999
88,7195865,1999-10-01T04:00:00Z,0.18,0.37,10,1999
89,7195865,1999-11-01T05:00:00Z,0.18,0.3,11,1999
90,7195865,1999-12-01T05:00:00Z,0.44,1.33,12,1999
91,7195865,2000-07-01T04:00:00Z,0.8,1.96,7,2000
92,7195865,2000-08-01T04:00:00Z,0.31,1.22,8,2000
93,7195865,2000-09-01T04:00:00Z,0.36,1.19,9,2000
94,7195865,2000-10-01T04:00:00Z,0.22,0.49,10,2000
95,7195865,2000-11-01T05:00:00Z,0.72,0.87,11,2000
96,7195865,2000-12-01T05:00:00Z,0.41,0.82,12,2000
97,7196000,1995-07-01T04:00:00Z,2.59,1.75,7,1995
98,7196000,1995-08-01T04:00:00Z,1.36,0.93,8,1995
99,7196000,1995-09-01T04:00:00Z,1,0.47,9,1995
100,7196000,1995-10-01T04:00:00Z,0.9,0.25,10,1995
101,7196000,1995-11-01T05:00:00Z,0.98,0.11,11,1995
102,7196000,1995-12-01T05:00:00Z,1.24,0.41,12,1995
103,7196000,1996-07-01T04:00:00Z,0.73,0.61,7,1996
104,7196000,1996-08-01T04:00:00Z,0.57,0.4,8,1996
105,7196000,1996-09-01T04:00:00Z,2.43,1.78,9,1996
106,7196000,1996-10-01T04:00:00Z,1.17,0.95,10,1996
107,7196000,1996-11-01T05:00:00Z,7.54,2.74,11,1996
108,7196000,1996-12-01T05:00:00Z,4.13,1.67,12,1996
109,7196000,1997-07-01T04:00:00Z,0.78,0.59,7,1997
110,7196000,1997-08-01T04:00:00Z,1.19,1.57,8,1997
111,7196000,1997-09-01T04:00:00Z,0.93,0.95,9,1997
112,7196000,1997-10-01T04:00:00Z,0.9,0.81,10,1997
113,7196000,1997-11-01T05:00:00Z,1.09,0.82,11,1997
114,7196000,1997-12-01T05:00:00Z,3.3,1.23,12,1997
115,7196000,1998-07-01T04:00:00Z,0.65,0.79,7,1998
116,7196000,1998-08-01T04:00:00Z,0.42,0.3,8,1998
117,7196000,1998-09-01T04:00:00Z,0.61,1.25,9,1998
118,7196000,1998-10-01T04:00:00Z,2.32,2.54,10,1998
119,7196000,1998-11-01T05:00:00Z,2.34,1.45,11,1998
120,7196000,1998-12-01T05:00:00Z,2.14,0.95,12,1998
121,7196000,1999-07-01T04:00:00Z,5,1.49,7,1999
122,7196000,1999-08-01T04:00:00Z,1.38,0.85,8,1999
123,7196000,1999-09-01T04:00:00Z,1.37,0.77,9,1999
124,7196000,1999-10-01T04:00:00Z,0.82,0.37,10,1999
125,7196000,1999-11-01T05:00:00Z,1.05,0.3,11,1999
126,7196000,1999-12-01T05:00:00Z,1.99,1.33,12,1999
127,7196000,2000-07-01T04:00:00Z,4.53,1.96,7,2000
128,7196000,2000-08-01T04:00:00Z,1.38,1.22,8,2000
129,7196000,2000-09-01T04:00:00Z,1.25,1.19,9,2000
130,7196000,2000-10-01T04:00:00Z,1.19,0.49,10,2000
131,7196000,2000-11-01T05:00:00Z,3.17,0.87,11,2000
132,7196000,2000-12-01T05:00:00Z,2.24,0.82,12,2000
133,7195500,1995-07-01T04:00:00Z,11.77,38.9,7,1995
134,7195500,1995-08-01T04:00:00Z,6.19,15.36,8,1995
135,7195500,1995-09-01T04:00:00Z,5.2,11.4,9,1995
136,7195500,1995-10-01T04:00:00Z,5.32,12.44,10,1995
137,7195500,1995-11-01T05:00:00Z,5.13,7.96,11,1995
138,7195500,1995-12-01T05:00:00Z,7.5,19.27,12,1995
139,7195500,1996-07-01T04:00:00Z,4.74,10.51,7,1996
140,7195500,1996-08-01T04:00:00Z,3.58,8.03,8,1996
141,7195500,1996-09-01T04:00:00Z,24.2,50.37,9,1996
142,7195500,1996-10-01T04:00:00Z,7.9,21.64,10,1996
143,7195500,1996-11-01T05:00:00Z,78.02,96.75,11,1996
144,7195500,1996-12-01T05:00:00Z,25.72,42.49,12,1996
145,7195500,1997-07-01T04:00:00Z,6.85,23.37,7,1997
146,7195500,1997-08-01T04:00:00Z,7.84,22.06,8,1997
147,7195500,1997-09-01T04:00:00Z,5.95,20.61,9,1997
148,7195500,1997-10-01T04:00:00Z,8.03,32.53,10,1997
149,7195500,1997-11-01T05:00:00Z,8.49,23.66,11,1997
150,7195500,1997-12-01T05:00:00Z,21.9,31.62,12,1997
151,7195500,1998-07-01T04:00:00Z,4.52,10.19,7,1998
152,7195500,1998-08-01T04:00:00Z,3.93,4.08,8,1998
153,7195500,1998-09-01T04:00:00Z,5.43,17.19,9,1998
154,7195500,1998-10-01T04:00:00Z,14,43.91,10,1998
155,7195500,1998-11-01T05:00:00Z,9.55,27.39,11,1998
156,7195500,1998-12-01T05:00:00Z,14.33,24.56,12,1998
157,7195500,1999-07-01T04:00:00Z,33.25,64.49,7,1999
158,7195500,1999-08-01T04:00:00Z,7.06,26.92,8,1999
159,7195500,1999-09-01T04:00:00Z,6.05,12.93,9,1999
160,7195500,1999-10-01T04:00:00Z,4.37,5.89,10,1999
161,7195500,1999-11-01T05:00:00Z,5.06,8.93,11,1999
162,7195500,1999-12-01T05:00:00Z,9.68,27.1,12,1999
163,7195500,2000-07-01T04:00:00Z,22.42,42.64,7,2000
164,7195500,2000-08-01T04:00:00Z,5.81,24.74,8,2000
165,7195500,2000-09-01T04:00:00Z,5.48,22.6,9,2000
166,7195500,2000-10-01T04:00:00Z,5,16.73,10,2000
167,7195500,2000-11-01T05:00:00Z,15.63,37.88,11,2000
168,7195500,2000-12-01T05:00:00Z,11.17,25.51,12,2000
169,7195430,1996-07-01T04:00:00Z,4.32,7.902,7,1996
170,7195430,1996-08-01T04:00:00Z,3.53,6.16,8,1996
171,7195430,1996-09-01T04:00:00Z,25.11,41.2,9,1996
172,7195430,1996-10-01T04:00:00Z,7.75,17.63,10,1996
173,7195430,1996-11-01T05:00:00Z,80.34,80.65,11,1996
174,7195430,1996-12-01T05:00:00Z,23.33,34.54,12,1996
175,7195430,1997-07-01T04:00:00Z,5.96,18.59,7,1997
176,7195430,1997-08-01T04:00:00Z,7,18.3,8,1997
177,7195430,1997-09-01T04:00:00Z,5.21,17.71,9,1997
178,7195430,1997-10-01T04:00:00Z,6.29,25.82,10,1997
179,7195430,1997-11-01T05:00:00Z,5.94,18.63,11,1997
180,7195430,1997-12-01T05:00:00Z,17.87,25.52,12,1997
181,7195430,1998-07-01T04:00:00Z,4.39,7.405,7,1998
182,7195430,1998-08-01T04:00:00Z,4.18,3.088,8,1998
183,7195430,1998-09-01T04:00:00Z,5.41,13.27,9,1998
184,7195430,1998-10-01T04:00:00Z,13.63,34.44,10,1998
185,7195430,1998-11-01T05:00:00Z,10.69,21.93,11,1998
186,7195430,1998-12-01T05:00:00Z,15.1,19.57,12,1998
187,7195430,1999-07-01T04:00:00Z,32.63,54.11,7,1999
188,7195430,1999-08-01T04:00:00Z,6.66,22.7,8,1999
189,7195430,1999-09-01T04:00:00Z,6.28,11.09,9,1999
190,7195430,1999-10-01T04:00:00Z,4.76,4.898,10,1999
191,7195430,1999-11-01T05:00:00Z,5.57,7.261,11,1999
192,7195430,1999-12-01T05:00:00Z,9.84,21.51,12,1999
193,7195430,2000-07-01T04:00:00Z,17.06,34.82,7,2000
194,7195430,2000-08-01T04:00:00Z,6.11,20.23,8,2000
195,7195430,2000-09-01T04:00:00Z,5.75,18.91,9,2000
196,7195430,2000-10-01T04:00:00Z,5.43,12.89,10,2000
197,7195430,2000-11-01T05:00:00Z,13.63,30.56,11,2000
198,7195430,2000-12-01T05:00:00Z,11.28,20,12,2000
199,7196973,1995-07-01T04:00:00Z,0.55,2.07,7,1995
200,7196973,1995-08-01T04:00:00Z,0.22,0.97,8,1995
201,7196973,1995-09-01T04:00:00Z,0.12,0.37,9,1995
202,7196973,1995-10-01T04:00:00Z,0.08,0.16,10,1995
203,7196973,1995-11-01T05:00:00Z,0.09,0.08,11,1995
204,7196973,1995-12-01T05:00:00Z,0.12,0.34,12,1995
205,7196973,1996-07-01T04:00:00Z,0.04,0.54,7,1996
206,7196973,1996-08-01T04:00:00Z,0.01,0.27,8,1996
207,7196973,1996-09-01T04:00:00Z,1.28,1.59,9,1996
208,7196973,1996-10-01T04:00:00Z,0.49,0.88,10,1996
209,7196973,1996-11-01T05:00:00Z,2.56,3.23,11,1996
210,7196973,1996-12-01T05:00:00Z,1.08,2.04,12,1996
211,7196973,1997-07-01T04:00:00Z,0.4,0.64,7,1997
212,7196973,1997-08-01T04:00:00Z,0.07,1.59,8,1997
213,7196973,1997-09-01T04:00:00Z,0.03,0.82,9,1997
214,7196973,1997-10-01T04:00:00Z,0.12,0.69,10,1997
215,7196973,1997-11-01T05:00:00Z,0.25,0.79,11,1997
216,7196973,1997-12-01T05:00:00Z,1.12,1.42,12,1997
217,7196973,1998-07-01T04:00:00Z,0.01,0.77,7,1998
218,7196973,1998-08-01T04:00:00Z,0,0.2,8,1998
219,7196973,1998-09-01T04:00:00Z,0.06,1.09,9,1998
220,7196973,1998-10-01T04:00:00Z,0.31,2.9,10,1998
221,7196973,1998-11-01T05:00:00Z,0.28,1.61,11,1998
222,7196973,1998-12-01T05:00:00Z,0.53,1.1,12,1998
223,7196973,1999-07-01T04:00:00Z,0.35,1.91,7,1999
224,7196973,1999-08-01T04:00:00Z,0.11,0.98,8,1999
225,7196973,1999-09-01T04:00:00Z,0.06,0.62,9,1999
226,7196973,1999-10-01T04:00:00Z,0,0.24,10,1999
227,7196973,1999-11-01T05:00:00Z,0.04,0.23,11,1999
228,7196973,1999-12-01T05:00:00Z,0.37,1.35,12,1999
229,7196973,2000-07-01T04:00:00Z,1.17,2.45,7,2000
230,7196973,2000-08-01T04:00:00Z,0.12,1.11,8,2000
231,7196973,2000-09-01T04:00:00Z,0.01,0.94,9,2000
232,7196973,2000-10-01T04:00:00Z,0.07,0.33,10,2000
233,7196973,2000-11-01T05:00:00Z,1.04,0.7,11,2000
234,7196973,2000-12-01T05:00:00Z,0.37,0.84,12,2000
235,7196500,1995-07-01T04:00:00Z,18.69,64.08,7,1995
236,7196500,1995-08-01T04:00:00Z,9.54,24.46,8,1995
237,7196500,1995-09-01T04:00:00Z,6.97,16.03,9,1995
238,7196500,1995-10-01T04:00:00Z,7.07,15.39,10,1995
239,7196500,1995-11-01T05:00:00Z,7.06,9.19,11,1995
240,7196500,1995-12-01T05:00:00Z,9.88,23.95,12,1995
241,7196500,1996-07-01T04:00:00Z,5.94,19.53,7,1996
242,7196500,1996-08-01T04:00:00Z,4.44,12.12,8,1996
243,7196500,1996-09-01T04:00:00Z,31.75,75.29,9,1996
244,7196500,1996-10-01T04:00:00Z,16.73,31.97,10,1996
245,7196500,1996-11-01T05:00:00Z,98.06,138.2,11,1996
246,7196500,1996-12-01T05:00:00Z,43.81,61.48,12,1996
247,7196500,1997-07-01T04:00:00Z,10.01,34.59,7,1997
248,7196500,1997-08-01T04:00:00Z,9.93,39.4,8,1997
249,7196500,1997-09-01T04:00:00Z,6.99,30.19,9,1997
250,7196500,1997-10-01T04:00:00Z,9.34,42.84,10,1997
251,7196500,1997-11-01T05:00:00Z,10.5,33.79,11,1997
252,7196500,1997-12-01T05:00:00Z,37.41,50.12,12,1997
253,7196500,1998-07-01T04:00:00Z,6.32,20.28,7,1998
254,7196500,1998-08-01T04:00:00Z,4.74,6.54,8,1998
255,7196500,1998-09-01T04:00:00Z,6.78,30.32,9,1998
256,7196500,1998-10-01T04:00:00Z,23.78,72.91,10,1998
257,7196500,1998-11-01T05:00:00Z,17.11,45.3,11,1998
258,7196500,1998-12-01T05:00:00Z,22.58,37.45,12,1998
259,7196500,1999-07-01T04:00:00Z,49.38,87.63,7,1999
260,7196500,1999-08-01T04:00:00Z,7.91,37.38,8,1999
261,7196500,1999-09-01T04:00:00Z,7.54,20.52,9,1999
262,7196500,1999-10-01T04:00:00Z,5.04,8.13,10,1999
263,7196500,1999-11-01T05:00:00Z,7.06,12.25,11,1999
264,7196500,1999-12-01T05:00:00Z,16.34,40.39,12,1999
265,7196500,2000-07-01T04:00:00Z,39.68,68.38,7,2000
266,7196500,2000-08-01T04:00:00Z,9.17,36.05,8,2000
267,7196500,2000-09-01T04:00:00Z,7.54,32.61,9,2000
268,7196500,2000-10-01T04:00:00Z,8,22.15,10,2000
269,7196500,2000-11-01T05:00:00Z,27.9,51.02,11,2000
270,7196500,2000-12-01T05:00:00Z,17.74,35.08,12,2000
271,7197000,1995-07-01T04:00:00Z,6.06,28.44,7,1995
272,7197000,1995-08-01T04:00:00Z,2.75,10.32,8,1995
273,7197000,1995-09-01T04:00:00Z,1.66,6.37,9,1995
274,7197000,1995-10-01T04:00:00Z,1.98,7.47,10,1995
275,7197000,1995-11-01T05:00:00Z,1.9,3.52,11,1995
276,7197000,1995-12-01T05:00:00Z,3.39,7.94,12,1995
277,7197000,1996-07-01T04:00:00Z,2.51,10.43,7,1996
278,7197000,1996-08-01T04:00:00Z,1.43,6,8,1996
279,7197000,1996-09-01T04:00:00Z,20.9,27.32,9,1996
280,7197000,1996-10-01T04:00:00Z,4.81,9.63,10,1996
281,7197000,1996-11-01T05:00:00Z,46.44,45.09,11,1996
282,7197000,1996-12-01T05:00:00Z,13.9,19.12,12,1996
283,7197000,1997-07-01T04:00:00Z,5.99,15.79,7,1997
284,7197000,1997-08-01T04:00:00Z,1.88,12.04,8,1997
285,7197000,1997-09-01T04:00:00Z,1.45,5.99,9,1997
286,7197000,1997-10-01T04:00:00Z,3.13,19.63,10,1997
287,7197000,1997-11-01T05:00:00Z,3.97,13.92,11,1997
288,7197000,1997-12-01T05:00:00Z,18.24,19.67,12,1997
289,7197000,1998-07-01T04:00:00Z,1.12,11.79,7,1998
290,7197000,1998-08-01T04:00:00Z,0.59,3.83,8,1998
291,7197000,1998-09-01T04:00:00Z,0.99,14.22,9,1998
292,7197000,1998-10-01T04:00:00Z,10.71,28.39,10,1998
293,7197000,1998-11-01T05:00:00Z,5.59,16.41,11,1998
294,7197000,1998-12-01T05:00:00Z,9.91,14.47,12,1998
295,7197000,1999-07-01T04:00:00Z,7.28,24.67,7,1999
296,7197000,1999-08-01T04:00:00Z,1.09,8.71,8,1999
297,7197000,1999-09-01T04:00:00Z,1.16,4.4,9,1999
298,7197000,1999-10-01T04:00:00Z,0.96,1.34,10,1999
299,7197000,1999-11-01T05:00:00Z,1.38,4.46,11,1999
300,7197000,1999-12-01T05:00:00Z,4.27,16.51,12,1999
301,7197000,2000-07-01T04:00:00Z,9.31,20.44,7,2000
302,7197000,2000-08-01T04:00:00Z,2.04,8.91,8,2000
303,7197000,2000-09-01T04:00:00Z,1.08,8.23,9,2000
304,7197000,2000-10-01T04:00:00Z,1.6,10.39,10,2000
305,7197000,2000-11-01T05:00:00Z,11.38,19.63,11,2000
306,7197000,2000-12-01T05:00:00Z,6.58,11.98,12,2000
307,7196900,1995-07-01T04:00:00Z,0.49,3.92,7,1995
308,7196900,1995-08-01T04:00:00Z,0.08,0.9,8,1995
309,7196900,1995-09-01T04:00:00Z,0.25,1.18,9,1995
310,7196900,1995-10-01T04:00:00Z,0.21,1.78,10,1995
311,7196900,1995-11-01T05:00:00Z,0.16,0.84,11,1995
312,7196900,1995-12-01T05:00:00Z,0.64,1.79,12,1995
313,7196900,1996-07-01T04:00:00Z,0.42,1.38,7,1996
314,7196900,1996-08-01T04:00:00Z,0.1,0.92,8,1996
315,7196900,1996-09-01T04:00:00Z,3.18,4.4,9,1996
316,7196900,1996-10-01T04:00:00Z,0.5,1.46,10,1996
317,7196900,1996-11-01T05:00:00Z,7.4,7.49,11,1996
318,7196900,1996-12-01T05:00:00Z,1.42,2.15,12,1996
319,7196900,1997-07-01T04:00:00Z,0.24,2.08,7,1997
320,7196900,1997-08-01T04:00:00Z,0.07,1.18,8,1997
321,7196900,1997-09-01T04:00:00Z,0.05,0.59,9,1997
322,7196900,1997-10-01T04:00:00Z,0.35,4.28,10,1997
323,7196900,1997-11-01T05:00:00Z,0.38,2.49,11,1997
324,7196900,1997-12-01T05:00:00Z,1.74,2.91,12,1997
325,7196900,1998-07-01T04:00:00Z,0.04,1.78,7,1998
326,7196900,1998-08-01T04:00:00Z,0.01,0.65,8,1998
327,7196900,1998-09-01T04:00:00Z,0.22,2.71,9,1998
328,7196900,1998-10-01T04:00:00Z,2.2,4.07,10,1998
329,7196900,1998-11-01T05:00:00Z,0.93,2.28,11,1998
330,7196900,1998-12-01T05:00:00Z,1.13,2.05,12,1998
331,7196900,1999-07-01T04:00:00Z,0.62,3.15,7,1999
332,7196900,1999-08-01T04:00:00Z,0.02,0.58,8,1999
333,7196900,1999-09-01T04:00:00Z,0.06,0.36,9,1999
334,7196900,1999-10-01T04:00:00Z,0.04,0.14,10,1999
335,7196900,1999-11-01T05:00:00Z,0.23,1.04,11,1999
336,7196900,1999-12-01T05:00:00Z,0.53,3.34,12,1999
337,7196900,2000-07-01T04:00:00Z,0.79,1.53,7,2000
338,7196900,2000-08-01T04:00:00Z,0.05,0.47,8,2000
339,7196900,2000-09-01T04:00:00Z,0.04,1.48,9,2000
340,7196900,2000-10-01T04:00:00Z,0.24,2.35,10,2000
341,7196900,2000-11-01T05:00:00Z,1.34,3.76,11,2000
342,7196900,2000-12-01T05:00:00Z,0.87,1.7,12,2000
343,7197360,1998-07-01T04:00:00Z,0.45,3.82,7,1998
344,7197360,1998-08-01T04:00:00Z,0.34,1.17,8,1998
345,7197360,1998-09-01T04:00:00Z,0.46,4.09,9,1998
346,7197360,1998-10-01T04:00:00Z,3.66,7.59,10,1998
347,7197360,1998-11-01T05:00:00Z,1.44,4.78,11,1998
348,7197360,1998-12-01T05:00:00Z,2.99,4.25,12,1998
349,7197360,1999-07-01T04:00:00Z,1.17,7.5,7,1999
350,7197360,1999-08-01T04:00:00Z,0.55,2.82,8,1999
351,7197360,1999-09-01T04:00:00Z,0.5,1.37,9,1999
352,7197360,1999-10-01T04:00:00Z,0.33,0.49,10,1999
353,7197360,1999-11-01T05:00:00Z,0.49,1.06,11,1999
354,7197360,1999-12-01T05:00:00Z,1.43,3.7,12,1999
355,7197360,2000-07-01T04:00:00Z,4.03,5.72,7,2000
356,7197360,2000-08-01T04:00:00Z,0.6,2.87,8,2000
357,7197360,2000-09-01T04:00:00Z,0.39,1.88,9,2000
358,7197360,2000-10-01T04:00:00Z,0.83,2.76,10,2000
359,7197360,2000-11-01T05:00:00Z,3.3,6.29,11,2000
360,7197360,2000-12-01T05:00:00Z,2.04,3.75,12,2000
361,7198000,1995-07-01T04:00:00Z,115.41,126.2,7,1995
362,7198000,1995-08-01T04:00:00Z,33.56,42.28,8,1995
363,7198000,1995-09-01T04:00:00Z,7.3,26.06,9,1995
364,7198000,1995-10-01T04:00:00Z,6.87,28.75,10,1995
365,7198000,1995-11-01T05:00:00Z,6.39,14.05,11,1995
366,7198000,1995-12-01T05:00:00Z,11.69,36.53,12,1995
367,7198000,1996-07-01T04:00:00Z,12.13,46.5,7,1996
368,7198000,1996-08-01T04:00:00Z,11.03,23.63,8,1996
369,7198000,1996-09-01T04:00:00Z,17.96,150,9,1996
370,7198000,1996-10-01T04:00:00Z,50.91,51.19,10,1996
371,7198000,1996-11-01T05:00:00Z,124.8,231,11,1996
372,7198000,1996-12-01T05:00:00Z,113.71,96.18,12,1996
373,7198000,1997-07-01T04:00:00Z,27.41,69.44,7,1997
374,7198000,1997-08-01T04:00:00Z,21.2,66.01,8,1997
375,7198000,1997-09-01T04:00:00Z,12.3,44.46,9,1997
376,7198000,1997-10-01T04:00:00Z,3.82,80.99,10,1997
377,7198000,1997-11-01T05:00:00Z,13.82,62.65,11,1997
378,7198000,1997-12-01T05:00:00Z,60.19,92.67,12,1997
379,7198000,1998-07-01T04:00:00Z,17.3,48.45,7,1998
380,7198000,1998-08-01T04:00:00Z,16.85,13.39,8,1998
381,7198000,1998-09-01T04:00:00Z,12.36,63.34,9,1998
382,7198000,1998-10-01T04:00:00Z,19.82,132.7,10,1998
383,7198000,1998-11-01T05:00:00Z,20.06,82.48,11,1998
384,7198000,1998-12-01T05:00:00Z,42.56,67.94,12,1998
385,7198000,1999-07-01T04:00:00Z,102.62,138.4,7,1999
386,7198000,1999-08-01T04:00:00Z,46.38,53.83,8,1999
387,7198000,1999-09-01T04:00:00Z,12.96,31.29,9,1999
388,7198000,1999-10-01T04:00:00Z,17.22,10.66,10,1999
389,7198000,1999-11-01T05:00:00Z,8.57,20.58,11,1999
390,7198000,1999-12-01T05:00:00Z,7.09,70.58,12,1999
391,7198000,2000-07-01T04:00:00Z,186.47,108.1,7,2000
392,7198000,2000-08-01T04:00:00Z,37.44,52.85,8,2000
393,7198000,2000-09-01T04:00:00Z,24.08,48.06,9,2000
394,7198000,2000-10-01T04:00:00Z,8.74,43.09,10,2000
395,7198000,2000-11-01T05:00:00Z,10,96.69,11,2000
396,7198000,2000-12-01T05:00:00Z,22.97,60.95,12,2000
